_c0,loyalty_number,country,province,city,postal_code,gender,education,salary,marital_status,loyalty_card,enrollment_type,cancellation_year,cancellation_month,salary_group
6673,874161,Canada,British Columbia,Vancouver,V6E 3Z3,Male,High School or Below,79939.0,Single,Star,2018 Promotion,,,High
6683,800357,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,54485.0,Married,Nova,Standard,,,Medium
6770,731238,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,90168.0,Married,Nova,Standard,,,High
7045,967738,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,89266.0,Married,Nova,Standard,,,High
7753,315225,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,56841.0,Single,Nova,Standard,,,Medium
7961,383912,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,84819.0,Single,Nova,Standard,,,High
8203,883065,Canada,British Columbia,Vancouver,V1E 4R6,Male,Doctor,250253.0,Divorced,Nova,Standard,,,High
8616,981198,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,49489.0,Married,Nova,Standard,,,Low
8740,182785,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,70208.0,Married,Nova,Standard,,,High
9230,184456,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,69824.0,Divorced,Nova,Standard,,,Medium
10872,229391,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,73051.0,Single,Star,Standard,,,High
11279,945091,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,75996.0,Married,Star,Standard,,,High
11442,744698,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,50663.0,Married,Star,2018 Promotion,,,Medium
11838,445746,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,71555.0,Divorced,Star,Standard,,,High
11861,187618,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,96816.0,Married,Star,Standard,,,High
11881,517087,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,76329.0,Married,Star,Standard,,,High
12364,486897,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,70749.0,Single,Star,2018 Promotion,,,High
12428,332869,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,101352.0,Married,Star,Standard,,4.0,High
12923,145480,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Master,123828.0,Married,Star,Standard,,,High
12940,634423,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Master,128352.0,Single,Star,Standard,,,High
13206,558854,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,56479.0,Married,Star,Standard,,,Medium
13847,379572,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,69753.0,Married,Star,Standard,,,Medium
13982,521111,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,63478.0,Married,Star,Standard,,,Medium
15004,638264,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,75517.0,Married,Star,Standard,,,High
15581,526629,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,32158.0,Married,Star,2018 Promotion,,,Low
16259,410343,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,46580.0,Married,Star,Standard,2018.0,,Low
16263,794334,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,53664.0,Divorced,Star,Standard,2014.0,,Medium
16545,898122,Canada,Saskatchewan,Regina,S6J 3G0,Female,Doctor,216901.0,Married,Star,2018 Promotion,,,High
16553,689353,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,84015.0,Married,Star,Standard,,,High
16597,561722,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,65967.0,Divorced,Star,Standard,2016.0,,Medium
80,269070,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Master,93153.0,Married,Star,Standard,,,High
125,528492,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,60360.0,Married,Star,Standard,2018.0,,Medium
127,632793,Canada,Quebec,Hull,J8Y 3Z5,Female,High School or Below,60370.0,Single,Star,Standard,,,Medium
401,947123,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,55985.0,Single,Star,Standard,2018.0,,Medium
845,974114,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,92853.0,Married,Aurora,Standard,,,High
1071,711567,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,92350.0,Divorced,Aurora,Standard,,,High
1238,325082,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,56959.0,Married,Aurora,Standard,,,Medium
1817,181498,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,61449.0,Married,Aurora,Standard,2014.0,,Medium
2565,345238,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,92496.0,Married,Aurora,Standard,,,High
2725,632816,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,94241.0,Married,Aurora,Standard,2015.0,,High
2781,952222,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,88308.0,Single,Aurora,Standard,,,High
2928,579438,Canada,Quebec,Montreal,H2Y 4R4,Male,Doctor,90083.0,Married,Aurora,Standard,,,High
2954,263339,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,102357.0,Married,Aurora,Standard,,,High
4077,339880,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,69412.0,Married,Aurora,Standard,,,Medium
4476,561570,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,55913.0,Married,Nova,Standard,,,Medium
5191,683250,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,74756.0,Married,Nova,Standard,2015.0,,High
5460,904974,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,47917.0,Married,Nova,Standard,,,Low
5504,211715,Canada,Ontario,Toronto,M2M 6J7,Female,Bachelor,75861.0,Married,Nova,Standard,2017.0,,High
5827,160927,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,49512.0,Married,Nova,Standard,,,Low
6004,656288,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,87635.0,Married,Nova,Standard,,,High
6040,323099,Canada,British Columbia,Vancouver,V1E 4R6,Male,High School or Below,45384.0,Married,Nova,Standard,,,Low
6270,226924,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,76573.0,Married,Star,2018 Promotion,,,High
6520,238796,Canada,Ontario,Toronto,M2M 6J7,Female,Bachelor,102644.0,Single,Nova,Standard,,,High
6669,374440,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,76943.0,Married,Nova,Standard,,,High
6835,964789,Canada,Yukon,Whitehorse,Y2K 6R0,Female,Doctor,172891.0,Married,Nova,Standard,,,High
7719,645688,Canada,British Columbia,Whistler,V6T 1Y8,Female,Doctor,225884.0,Married,Nova,Standard,,,High
7805,253082,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,68711.0,Married,Nova,Standard,2015.0,,Medium
8077,452459,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,83318.0,Divorced,Nova,Standard,2018.0,,High
8400,672039,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,93199.0,Married,Nova,Standard,,,High
8948,544337,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,53443.0,Married,Nova,Standard,,,Medium
9007,212209,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,61813.0,Married,Nova,Standard,,,Medium
9544,736220,Canada,Ontario,Toronto,P5S 6R4,Male,High School or Below,50636.0,Married,Nova,Standard,,,Medium
10347,395871,Canada,British Columbia,Vancouver,V5R 1W3,Female,Master,115440.0,Divorced,Star,Standard,,6.0,High
10806,317888,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,76838.0,Married,Star,Standard,,,High
10921,225279,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,67271.0,Married,Star,2018 Promotion,,,Medium
11115,574771,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,53493.0,Divorced,Star,Standard,,,Medium
11244,858667,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,66470.0,Married,Star,Standard,,,Medium
11380,842959,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,55296.0,Married,Star,Standard,,,Medium
11429,131257,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,74882.0,Married,Star,Standard,,,High
11592,377364,Canada,Yukon,Whitehorse,Y2K 6R0,Female,Doctor,258562.0,Divorced,Star,Standard,2015.0,,High
11628,827546,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,55849.0,Divorced,Star,Standard,,,Medium
11887,851836,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,93006.0,Married,Star,Standard,,,High
11932,434802,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,51547.0,Married,Star,Standard,,,Medium
12236,142686,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,63025.0,Divorced,Star,Standard,,,Medium
13242,902693,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,87259.0,Divorced,Star,Standard,,,High
13527,527337,Canada,Alberta,Calgary,T3E 2V9,Male,Master,113007.0,Single,Star,Standard,,,High
14569,743953,Canada,British Columbia,Vancouver,V6E 3D9,Male,Doctor,199426.0,Divorced,Star,Standard,2013.0,,High
14612,127496,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,50688.0,Married,Star,Standard,,,Medium
14808,108528,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,53081.0,Divorced,Star,Standard,,,Medium
14984,680945,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,58034.0,Single,Star,2018 Promotion,2018.0,,Medium
15129,296146,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,75248.0,Married,Star,Standard,,,High
15623,646289,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,72816.0,Married,Star,Standard,,,High
15665,726701,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,99947.0,Married,Star,Standard,,,High
16001,891012,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,46635.0,Married,Star,Standard,,,Low
16551,413853,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,84015.0,Married,Star,Standard,,,High
16581,818864,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,68005.0,Married,Star,Standard,,,Medium
16645,265383,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Doctor,245263.0,Married,Star,Standard,,,High
373,696577,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,58713.0,Single,Nova,2018 Promotion,,,Medium
390,685792,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,60582.0,Divorced,Star,Standard,2017.0,,Medium
398,845945,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,98851.0,Divorced,Star,Standard,,,High
1132,344749,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,88655.0,Divorced,Aurora,Standard,,,High
1215,685408,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,66259.0,Divorced,Aurora,Standard,,,Medium
1217,374266,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,56699.0,Married,Aurora,Standard,,,Medium
1362,345657,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,77816.0,Divorced,Aurora,2018 Promotion,,,High
1403,136473,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,29528.0,Married,Aurora,2018 Promotion,,,Low
1664,253601,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,49817.0,Married,Aurora,Standard,,,Low
1908,399973,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,51119.0,Married,Aurora,Standard,,,Medium
2183,615214,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,91594.0,Married,Aurora,Standard,,,High
2707,496686,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,81492.0,Married,Aurora,Standard,2017.0,,High
2763,794502,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,88271.0,Married,Aurora,Standard,,,High
2813,101664,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,87654.0,Married,Aurora,Standard,,,High
2874,201365,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,104619.0,Married,Aurora,Standard,,,High
2888,420439,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,84511.0,Married,Aurora,Standard,,,High
3132,233877,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,88710.0,Married,Aurora,Standard,2015.0,,High
3548,823590,Canada,British Columbia,Vancouver,V1E 4R6,Male,Doctor,231305.0,Married,Aurora,Standard,,,High
3690,783165,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,104286.0,Married,Aurora,Standard,2015.0,,High
3789,815850,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,57974.0,Single,Aurora,Standard,,,Medium
3822,825484,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,88294.0,Divorced,Aurora,Standard,,,High
3919,170152,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,74689.0,Married,Aurora,Standard,,,High
3946,977550,Canada,British Columbia,Vancouver,V5R 1W3,Male,High School or Below,47587.0,Divorced,Aurora,Standard,,,Low
4531,333207,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,102255.0,Married,Nova,Standard,,,High
4619,418718,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,70102.0,Married,Nova,Standard,,,High
4798,300106,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,72779.0,Married,Nova,Standard,2015.0,,High
4835,801948,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,79255.0,Single,Nova,Standard,,,High
4919,530436,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,46663.0,Married,Nova,Standard,,,Low
5562,944261,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,71461.0,Married,Nova,Standard,,,High
5744,992854,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,76159.0,Married,Nova,Standard,,,High
5822,666301,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,74770.0,Married,Nova,Standard,,,High
6836,639705,Canada,Ontario,Toronto,P1J 8T7,Male,High School or Below,69816.0,Married,Nova,Standard,,,Medium
7161,493894,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,86254.0,Single,Nova,Standard,,,High
7270,244611,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,64381.0,Married,Nova,Standard,,,Medium
7548,793801,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,49794.0,Single,Nova,Standard,2014.0,,Low
7630,979548,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,52167.0,Married,Nova,Standard,,,Medium
7792,663573,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,76485.0,Single,Aurora,2018 Promotion,,,High
7795,956144,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,102702.0,Married,Nova,Standard,,,High
7897,318264,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,62517.0,Married,Nova,Standard,,,Medium
8047,465424,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,51260.0,Married,Aurora,2018 Promotion,,,Medium
8095,454720,Canada,Alberta,Peace River,T9O 2W2,Male,Bachelor,83520.0,Divorced,Nova,Standard,,,High
8155,758328,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,79245.0,Married,Nova,Standard,,,High
8432,300964,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,57033.0,Married,Nova,Standard,,,Medium
8471,502012,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,81838.0,Married,Nova,Standard,,,High
8590,180137,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,71815.0,Married,Nova,Standard,,,High
8675,627191,Canada,British Columbia,Vancouver,V6E 3D9,Female,Doctor,129347.0,Single,Nova,Standard,2017.0,,High
8684,837360,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,84837.0,Married,Nova,Standard,,,High
8781,817932,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,84988.0,Married,Nova,Standard,,,High
9095,656027,Canada,Ontario,Toronto,M2Z 4K1,Male,Doctor,258786.0,Married,Nova,2018 Promotion,,,High
9981,270862,Canada,Quebec,Montreal,H2T 9K8,Female,Master,127574.0,Married,Star,Standard,,,High
10121,907324,Canada,Quebec,Montreal,H4G 3T4,Male,Doctor,229266.0,Single,Star,Standard,,,High
10548,807262,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,55882.0,Married,Star,Standard,2016.0,,Medium
10701,463926,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,62649.0,Married,Star,Standard,,,Medium
10894,244296,Canada,Ontario,Toronto,M2M 7K8,Male,High School or Below,52209.0,Married,Star,Standard,,,Medium
10960,356578,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,105563.0,Married,Star,2018 Promotion,,,High
11056,784946,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,50482.0,Married,Star,Standard,,,Medium
11123,616083,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,57510.0,Single,Star,Standard,,,Medium
11405,186199,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,88508.0,Divorced,Star,Standard,,,High
11671,733350,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,55321.0,Married,Star,Standard,,,Medium
11925,274622,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,99688.0,Single,Star,Standard,,,High
12490,658330,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,58228.0,Divorced,Star,Standard,,,Medium
13164,945050,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,66166.0,Divorced,Star,Standard,,,Medium
13189,980952,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,53315.0,Married,Star,Standard,,,Medium
14144,307296,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,74153.0,Divorced,Star,Standard,,,High
14484,252082,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,76064.0,Single,Star,Standard,2018.0,,High
14686,217761,Canada,British Columbia,Kelowna,V09 2E9,Female,Bachelor,104131.0,Married,Star,Standard,2018.0,,High
14887,393206,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,71935.0,Married,Star,Standard,,,High
15022,382748,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,94202.0,Married,Star,Standard,,,High
15449,470591,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,56098.0,Married,Star,Standard,,,Medium
15481,550519,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,99185.0,Married,Star,Standard,,,High
15649,879964,Canada,Quebec,Montreal,H2T 9K8,Male,High School or Below,59237.0,Single,Star,2018 Promotion,,,Medium
15974,591272,Canada,Alberta,Peace River,T9O 2W2,Female,Bachelor,53068.0,Single,Star,Standard,,,Medium
16320,602574,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,68255.0,Married,Star,Standard,,,Medium
16382,336247,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,72350.0,Married,Star,Standard,,,High
16704,419973,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,65038.0,Married,Star,Standard,,,Medium
158,700871,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,74567.0,Married,Star,Standard,,,High
1007,596390,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,75473.0,Married,Aurora,Standard,,,High
1297,761966,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,94631.0,Single,Aurora,Standard,,,High
1460,693659,Canada,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,60073.0,Married,Aurora,Standard,,,Medium
1700,331706,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,77062.0,Married,Aurora,Standard,,,High
1935,874363,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,85235.0,Married,Aurora,Standard,,,High
2409,566961,Canada,Manitoba,Winnipeg,R3R 3T4,Female,Doctor,175678.0,Married,Aurora,Standard,,,High
2646,426981,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,66081.0,Single,Aurora,Standard,,,Medium
2841,927676,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,73673.0,Married,Aurora,Standard,,,High
2854,772081,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,59667.0,Married,Aurora,Standard,,,Medium
3091,239525,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,61811.0,Married,Nova,2018 Promotion,,,Medium
3496,863459,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,50718.0,Divorced,Aurora,Standard,,,Medium
3571,681399,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,58740.0,Single,Aurora,Standard,,,Medium
3928,283326,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,62617.0,Married,Star,2018 Promotion,,,Medium
3993,267306,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,94499.0,Married,Aurora,Standard,,,High
4292,210485,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,88516.0,Married,Nova,Standard,2016.0,,High
4412,882263,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,60297.0,Married,Nova,Standard,,,Medium
4903,976695,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,75990.0,Married,Nova,Standard,,,High
4983,231992,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,76119.0,Married,Star,2018 Promotion,,,High
5622,901978,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,95318.0,Married,Nova,Standard,,3.0,High
5661,286262,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,64266.0,Married,Nova,Standard,2018.0,,Medium
5679,327565,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,77565.0,Married,Nova,Standard,2015.0,,High
6145,853232,Canada,Ontario,London,M5B 3E4,Male,Bachelor,60235.0,Divorced,Nova,Standard,2017.0,,Medium
6663,776736,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,53587.0,Married,Nova,Standard,,,Medium
7296,152014,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,62245.0,Married,Nova,Standard,,,Medium
7444,747655,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,57397.0,Married,Nova,Standard,,,Medium
8213,586870,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,104482.0,Married,Nova,Standard,,,High
8637,397817,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,59169.0,Married,Nova,Standard,,,Medium
8751,792915,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,76622.0,Divorced,Nova,Standard,,,High
9150,101768,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,70267.0,Single,Nova,Standard,,,High
9222,539125,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,65088.0,Married,Nova,Standard,2018.0,,Medium
9229,888049,Canada,Yukon,Whitehorse,Y2K 6R0,Female,Bachelor,51288.0,Single,Nova,Standard,,,Medium
9291,440642,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,72031.0,Married,Nova,Standard,,,High
9757,639419,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,93967.0,Single,Nova,Standard,,,High
10374,928734,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,50091.0,Single,Nova,2018 Promotion,,,Medium
10411,137744,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,55110.0,Divorced,Star,Standard,,,Medium
10413,350238,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,50227.0,Married,Star,Standard,,,Medium
10466,462232,Canada,Ontario,Ottawa,K1G 4Z0,Female,Bachelor,63899.0,Married,Star,Standard,,,Medium
10538,454471,Canada,Ontario,Toronto,M1R 4K3,Female,High School or Below,74758.0,Married,Star,Standard,,,High
10562,624463,Canada,Ontario,Toronto,M2M 6J7,Male,High School or Below,80919.0,Single,Star,Standard,,,High
10591,431829,Canada,Quebec,Montreal,H2Y 2W2,Female,High School or Below,43650.0,Married,Star,Standard,,,Low
11040,957881,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,56145.0,Single,Star,Standard,,,Medium
11605,471015,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,75107.0,Married,Star,2018 Promotion,,,High
12001,375694,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,64929.0,Married,Star,Standard,,,Medium
12581,421191,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,76367.0,Single,Star,Standard,,,High
12747,502745,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,69221.0,Married,Aurora,2018 Promotion,,,Medium
